Abayhan,آبایخان
Kara,قره
Karaömerlioğlu,قره عمرلی اوغلی
Karaosmanoğlu,قره عثمان اوغلی
Karapaşaoğlu,قره پاشا اوغلی
Karasan,قره سان
Karasayar,قره صایار
Karasioğlu,قره سی اوغلی
Karasu,قره صو
Karataş,قره طاش
Karatay,قره تای
Karavar,قره وار
Karayağız,قره یاغیز
Karayavuz,قره یاووز
Karayel,قره یل
Karayerli,قره یرلی
Karaytuğ,قرایتوغ
Karcı,قارجی
Kardeş,قرداش
Kargılı,قارغیلی
Kargı,قارغی
Karhan,قارخان
Karlahan,قارله خان
Karsıalan,قارصی الان
Karslıoğlu,قارصلی اوغلی
Karsu,قارصو
Kartal,قارتال
Kart,قارت
Kaşdemir,قاشدمیر
Kashani,قاصخانی
Kaşıkçı,قاشقجی
Kaşıkoğlu,قاشق اوغلی
Kaş,قاش
Kastal,قسطال
Katırcıoğlu,قاتیرجی اوغلی
Katmerci,قتمرجی
Katoğlu,قات اوغلی
Kavaf,قاواف
Kavaklıoğlu,قواقلی وغلی
Kavak,قواق
Kavalalı,قواله لی
Kavalcıoğlu,قوالجی اوغلی
Kavaz,قاواز
Kavrakoğlu,قاوراق اوغلی
Kavuncu,قاوونجی
Kavurmacıoğlu,قاوورمه جی اوغلی
Kavur,قاوور
Kayaalp,قایا آلپ
Kayalar,قایالر
Kayalı,قایالی
Kayaoğlu,قایااوغلی
Kayatürk,قایا تورك
Kaygan,قویغان
Kayhan,قایخان
Kaymak,قایماق
Kaynak,قایناق
Kaynarca,قاینارجه
Kayran,قایران
Kayran,قایراڭ
Kayra,قایرا
Kayrıcı,قایریجی
Kayyalı,قایالی
Kazak,قازاق
Kazancıoğlu,قازانجی اوغلی
Kazan,قازان
Kazdal,قازدال
Kazokoğlu,قازوق اوغلی
Kazova,قاز اووه
Keçeciler,كچه جیلر
Keçeci,كچه جی
Keçecioğlu,كچه جی اوغلی
Keçeli,كچه لی
Kekilli,ككیللی
Kelekçi,كلكچی
Keleş,كلش
Keleşoğlu,كلش اوغلی
KemAl,كمال
Kemaloğlu,كمال اوغلی
Kemalyeri,كمال یری
Kent,كنت
Kent,كند
Kepir,كپیر
Kepoğlu,كپ اوغلی
Kepolu,كپولو
Kerem,كرم
Kerimoğlu,كریم اوغلی
Kerimol,كریمول
Kerimzade,كریم زاده
Kerman,كرمان
Kermoğlu,كرم اوغلی
Kermooğlu,كرمو اوغلی
Kerven,كرون
Kesebir,كیسه بر
Kesen,كسن
Keser,كسر
Keseroğlu,كسر اوغلی
Kesici,كسیجی
Kesim,كسیم
Kesimoğlu,كسیم اوغلی
Keskin,كسكین
Keşmir,كشمیر
Ketenci,كتنجی
Ketenoğlu,كتن اوغلی
Keymen,كیمن
Kibar,كبار
Kibaroğlu,كبار اوغلی
Kılcı,قیلجی
Kilercioğlu,كلارجی اوغلی
Kiler,كلار
Kılıçaslan,قیلیچ آسلان
Kılıççıoğlu,قیلیچجی اوغلی
Kılıçdaroğlu,قیلیچدار اوغلی
Kılıçkale,قیلیچ قلعه
Kılıçlar,قیلیچلر
Kılıçlı,قیلیچلی
Kılıç,قیلیچ
Kılıçoğlu,قیلیچ اوغلی
Kılınç,قیلینچ
Kimyacıoğlu,كیمیاجی اوغلی
Kınacı,قناجی
Kınalı,قنالی
Kinay,قینای
Kinay,كینای
Kınıklıoğlu,قنقلی اوغلی
Kınık,قنق
Kınoğlu,قین اوغلی
Kıpçak,قیپچاق
Kiper,كیپر
Kıraç,قیراچ
Kıran,قیران
Kıratlı,قراطلی
Kıratlı,قرآتلی
Kıratlıoğlu,قرآتلی اوغلی
Kıray,قرآی
Kiraz,كیراز
Kirazoğlu,كیراز اوغلی
Kırbaşlı,قرباشلی
Kırbaş,قرباش
Kırca,قرجه
Kirdar,كیردار
Kırdar,قردار
Kırıkoğlu,قیریق اوغلی
Kırımlı,قریملی
Kırım,قریم
Kirişçi,كیریشجی
Kirişcioğlu,كیریشجی اوغلی
Kirişçioğlu,كیریشجی اوغلی
Kırış,قیریش
Kırkpınar,قرقپیڭار
Kırlı,قیرلی
Kırşan,قیرشان
Kırsever,قیرسور
Kışanak,قیشاناق
Kışanak,قیشاناك
Kısayol,قیصه یول
Kişioğlu,كیشی اوغلی
Kışla,قشله
Kışoğlu,قیش اوغلی
Kitapçı,كتابجی
Kitaplı,كتابلی
Kıvanç,قیوانچ
Kıvrak,قیوراق
Kıyıklık,قییقلق
Kıykıoğlu,قیقی اوغلی
Kızılcıklı,قزیلجقلی
Kızılcık,قزیلجق
Kızıldoğan,قزیل طوغان
Kızılırmak,قزیل ایرماق
Kızılkaya,قزیلقایا
Kizil,كیزیل
Kızıloğlu,قزیل اوغلی
Kobal,قوبال
Kocabaş,قوجه باش
Kocabatmaz,قوجه باتماز
Kocabay,قوجه بای
Kocabeyoğlu,قوجه بگ اوغلی
Kocabıyıkoğlu,قوجه بییق اوغلی
Kocaeli,قوجه ایلی
Kocagüney,قوجه گونی
Koçak,قوچاق
Koçal,قوچال
Kocaman,قوجا مان
Kocamemi,قوجه ممی
Koca,قوجه
Kocaoğlu,قوجه اوغلی
Koçaş,قوجاش
Kocataş,قوجه طاش
Kocatürk,قوجه تورك
Koçer,قوچر
Koçibey,قوچی بگ
Koçkar,قوچقار
Koç,قوچ
Koçoğlu,قوچ اوغلی
Koçulu,قوچولو
Koçyiğit,قوچ ییگیت
Koçyiğit,قوجه ییگید
Kodamanoğlu,قودامان اوغلی
Kökbudak,كوك بوداق
Kökdemir,كوكدمیر
Köken,كوكن
Köklü,كوكلی
Köknel,كاكنل
Kök,كوك
Köksalan,كوكصالان
Köksal,كوكصال
Köksaloğlu,كوكصال اوغلی
Köksel,كوكسل
Köktaş,كوكطاش
Kökten,كوكدن
Köktürk,كوكتورك
Kolay,قولای
Koldaş,قولداش
Konak,قوناق
Konay,قونای
Konca,قونجه
Köni,كونی
Konos,قونوس
Konukman,قونوقمان
Konuk,قونوق
Konukoğlu,قونوق اوغلی
Konyalı,قونیه لی
Konyar,قونیار
Koperler,قوپركر
Köprülü,كوپریلی
Koptagel,قوپ ده گل
Koral,قورال
Koraltan,قورالدن
Koraltan,قور آلتان
Koray,قورای
Körez,كورز
Korger,قورگر
Korkmazcan,قورقمازجان
Korkutata,قورقوت آتا
Korkut,قورقوت
Köroğlu,كور اوغلی
Kortel,قورتل
Korunay,قورون آی
Koru,قورو
Korutürk,قوروتورك
Köse,كوسه
Köseoğlu,كوسه اوغلی
Kösereisoğlu,كوسه رئیس اوغلی
Köşkeroğlu,كوشكر
Köstekçi,كوستكجی
Köstekçioğlu,كوستكجی اوغلی
Köstepen,كوستپن
Kotan,قوطه ڭ
Kotan,قوتان
Kotil,قوتیل
Kovalı,قووالی
Köybaşı,كویباشی
Köylü,كویلی
Köylü,كویلو
Köylütil,كویلو تیل
Kovalı,قووالی
Köybaşı,كویباشی
Köylüoğlu,كویلو اوغلی
Köymen,كویمن
Koyuncu,قویونجی
Koyutürk,قویو تورك
Kozakçıoğlu,قوزاقجی اوغلی
Kozak,قوزاق
Kozbek,قوزبك
Közen,كوزن
Kozlu,قوزلی
Koz,قوز
Kromer,قرومر
Kuas,قوه س
Kubat,قوباد
Kubilay,قوبیلای
Küçükali,كوچك علی
Küçüka,كوچكه
Küçükaydın,كوچك آیدین
Küçükbaşkan,كوچك باشقان
Küçükel,كوچك أل
Küçükel,كوچكل
Küçüker,كوچك أر
Küçüker,كوچكر
Küçükler,كوچكلر
Küçük,كوچك
Küçüktepepınar,كوچكتپه پیڭار
Kucur,قوجور
Küfrevi,كفره وی
Kukaracı,قوقاراجی
Külahlı,كلاه لی
Kuleli,قله لی
Kulkuloğlu,قلقل اوغلی
Kulkuloğlu,قولقول اوغلی
Kul,قول
Kulualp,قولی آلپ
Külünk,كولونك
Kulu,قولی
Kulu,قولو
Kulur,قولور
Külür,كولور
Kumaş,قماش
Kumbaracıbaşı,قومباره جی اوغلی
Kumbasar,قومباصار
Kumbul,قومبول
Kumcuoğlu,قومجی اوغلی
Kumrulu,قومریلی
Kumru,قومری
Kundakcı,قونداقجی
Kunduh,قوندوخ
Küntay,كونتای
Kunter,قونتر
Kunt,قونت
Küpçü,كوپجی
Küpeli,كوپه لی
Kural,قورال
Kuranel,قوران أل
Kurban,قربان
Kurbanoğlu,قربان اوغلی
Kurbetli,قربتلی
Kurdoğlu,قورد اوغلی
Kurdoğlu,قورت اوغلی
Küreli,كره لی
Kürkcü,كوركجی
Kürkçü,كوركجی
Kürkoğlu,كورك اوغلی
Kurkut,قورقوت
Kurmel,قورمل
Kürşat,كورشاد
Kurtar,قورتار
Kurtbek,قورتبك
Kurtel,قورتل
Kurtkan,قورتقان
Kurt,قورت
Kurtoğlu,قورت اوغلی
Kurtulan,قورتولان
Kurtuluş,قورتولوش
Kurucu,قوروجی
Kuru,قورو
Kuruoğlu,قورو اوغلی
Kurutluoğlu,قوروت اوغلی
Kuşakçıoğlu,قوشاقجی اوغلی
Kuseyrioğlu,قوسیری اوغلی
Kuşku,قوشقو
Kuş,قوش
Kuşoğlu,قوش اوغلی
Kusun,قوصڭ
Kusun,قوصن
Kutan,قوتان
Kutay,قوتای
Kutlay,قوتلای
Kutluata,قوتلی آتا
Kutluğ,قوتلوغ
Kutlu,قوتلی
Kutluoğlu,قوتلی اوغلی
Kutman,قوتمان
Kutman,قوتمه ڭ
Kut,قوت
Kütükbaşı,كوطوك باشی
Kütükçüoğlu,كوتوكجی اوغلی
Kütük,كوتوك
Kuyucak,قیوجق
Kuzucu,قوزوجی
Kuzu,قوزی
Laçin,لاچین
Laç,لاچ
Lafçı,لافجی
Lakşe,لاقشه
Latifaoğlu,لطیفه اوغلی
Latifoğlu,لطیف اوغلی
Lekili,لكیلی
Lermioğlu,لرمی اوغلی
Levent,لوند
Levni,لونی
Loğoğlu,لوغ اوغلی
Löker,لوكر
Macit,ماجیت
Maçun,ماچون
Maden,معدن
Mağara,مغاره
Mağden,ماغدن
Mahkemesince,محكمه سنجه
Mahmutoğlu,محمود اوغلی
Mahramlı,محراملی
Maksudoğlu,مقصوداوغلی
Malkoç,مالقوچ
Mandalinci,ماندالنجی
Mankut,مانقوت
Manyas,مانیاس
Maraş,مرعش
Mardin,مردین
Marlalı,مارلالی
Marmaralı,مرمره لی
Marşan,مارشان
Mart,مارت
Maruflu,معروفلی
Matkap,ماتقاب
Matlı,مطلی
Mat,مات
Mavioğlu,ماوی اوغلی
Mavitan,ماویتان
Mayokan,مایوقان
Mazıcıoğlu,مازیجی اوغلی
Mehmed,محمد
Melek,ملك
Melen,ملن
Melik,ملیك
Melik,ملك
Memecan,ممه جان
Memik,ممیك
Memiş,ممیش
Memişoğlu,میش اوغلی
Mencik,منجك
Menderes,مندرس
Menemencioğlu,منه منجی اوغلی
Mengilibörü,منگیلی بورو
Mengi,منگی
Mengü,منگو
Menteşe,منتشه
Menteşeoğlu,منتشه اوغلی
Menteş,منتش
Menteşoğlu,منتش اوغلی
Menzir,منزیر
MerAl,مرال
Mercan,مرجان
Mercimekoğlu,مرجمك اوغلی
Merdanoğlu,مردان اوغلی
Meriç,مریج
Mersinli,مرسینلی
Mert,مرد
Meşhur,مشهور
Mete,مته
Metiner,متینر
Met,مت
Mezarcı,مزارجی
Mıhcıoğlu,میخجی اوغلی
Mıhçıoğlu,میخجی اوغلی
Milli,ملی
Mimaroğlu,معمار اوغلی
Miras,میراث
Mirkelam,میركلام
Mirkelamoğlu,میركلام اوغلی
Mirzaoğlu,میرزا اوغلی
Miski,مسكی
Mıstıkoğlu,محطق اوغلی
Mızrak,مزراق
Mocan,موجان
Moğultay,موغولتای
Möhördaroğlu,موهوردار اوغلی
Möhördaroğlu,مهردار اوغلی
Molaoğlu,مولا اوغلی
Mollaoğlu,ملا اوغلی
Moran,موران
Moran,موره ن
Morgil,مورگیل
Morkaya,مورقایا
Moroğlu,مور اوغلی
Morova,مور اووه
Moshos,موصخوص
Moshos,موصحوص
Müderrisoğlu,مدرس اوغلی
Müezzinoğlu,موذن اوغلی
Müftügil,مفتیگیل
Müftüler,مفتیلر
Müftüoğlu,مفتی اوغلی
Muğisuddin,موغیث الدین
Muhittin,محی الدین
Muhtar,مختار
Mühto,مهتو
Müjde,مژده
Mumcu,مومجی
Mumcuoğlu,مومجی اوغلی
Mungan,مونغان
Muren,مورن
Mursaloğlu,مورسه اوغلی
Musaoğlu,موسا اوغلی
Muşkara,موشكاره
Muşkara,موشقره
Muş,موش
Mustafa,مصطفا
Mustafaoğlu,مصطفا اوغلی
Müsteçaplıoğlu,مستجابلی اوغلی
Musuloğlu,موصل اوغلی
Mutlugil,موتلو گیل
Mutlu,موتلو
Mutman,موطمان
Mutuk,موطوق
Nabel,نابل
Nabi,نابی
Nacar,ناجار
Nadi,نادی
Naipoğlu,نائب اوغلی
Nakipoğlu,نقیب اوغلی
Nakıpoğlu,ناكوب اوغلی
Nakıpoğlu,ناقب اوغلی
Nalband,نعلبند
Nalci,نعلجی
Nalcı,نعلجی
Namal,نامال
Namik,نامق
Namlı,ناملی
Namoğlu,نام اوغلی
Nas,ناس
Nasuhioğlu,ناصوهی اوغلی
Nasuhoğlu,نصوح اوغلی
Nayman,نایمان
Nazif,نظیف
Nazikoğlu,نازك اوغلی
Nazlıaka,نازلی آقه
Nazlı,نازلی
Nazmi,نظمی
Nebati,نباتی
Nebioğlu,نبی اوغلی
Necmi,نجمی
Nedimoğlu,ندیم اوغلی
Neftçi,نفتجی
Nedim,ندیم
Nemlioğlu,نملی اوغلی
Neyzi,نیزی
Niazi,نیازی
Nizamoğlu,نظام اوغلی
Noyan,نویان
Noylan,نویلان
Nuhoğlu,نوح اوغلی
Numanoğlu,نعمان اوغلی
Nurcu,نورجی
Nurettin,نورالدین
Nur,نور
Nursi,نورسی
Nutku,نطقی
Oben,اوبن
Obuz,اوبوز
Ocakcıoğlu,اوجاقجی اوغلی
Ocakçıoğlu,اوجاقجی اوغلی
Ocaklı,اوجاقلی
Ocak,اوجاق
Ocakoğlu,اوجاق اوغلی
Ocaktan,اوجاقدن
Öcalan,أوجالان
Öcal,أوجال
Öçal,أوچال
Öçten,أوچدن
Odabaşı,اوطه باشی
Ödül,أودول
Odyakmaz,اودیاقماز
Odyak,اودیاق
Oğan,اوغان
Ögel,أوگل
Oğultürk,اوغولتورك
Öğütcan,أوگوتجان
Öğütçü,أوگوتجی
Öğütken,أوگوتكن
Öğütmen,أوگوتمن
Öğüt,أوگوت
Oğuzalıcı,اوغوزآلیجی
Oğuz,اوغوز
Okay,اوقای
Okan,اوقان
Okar,اوقار
Okaygün,اوقایگون
Okay,اوقای
Okcu,اوقجی
Okçu,اوقجی
Okçuoğlu,اوقجی اوغلی
Ökdem,أوكدم
Öke,أوكه
Ökeren,أوك أرن
Öker,أوكر
Öklem,أوكلم
Ökmen,أوكمن
Ok,اوق
Oksal,اوقسال
Oksay,اوقصای
Öksüzkaya,اوكسزقایا
Öksüz,اوكسز
Oktar,اوقدار
Oktay,اوقتای
Öktem,أوكتم
Ökten,أوكتن
Okudan,اوقودن
Okuldaş,اوقولداش
Okumuş,اوقومش
Okur,اوقور
Okuyan,اوقویان
Okyar,اوقیار
Okyay,اوقیای
Okyayuz,اوقیایوز
Ölçen,أولچن
Ölçmen,أولچمن
Olgaç,اولغاچ
Olgun,اولغون
Ölmez,أولمز
Ölmeztoprak,أولمزطوپراق
Olpak,اولپاك
Olpak,اولپاق
Omay,اومای
Önadım,أوڭ آدیم
Onal,اونال
Önal,اونال
Onan,اونان
Onaral,اونارال
Onaral,اوڭارال
Onaran,اوناران
Onaran,اوڭاران
Onarıcı,اوناریجی
Onarıcı,اوڭاریجی
Onar,اونار
Onar,اوڭار
Onat,اونات
Onay,اونای
Önay,أونای
Önay,أوڭای
Öncel,أونجل
Öncel,أوڭجل
Önder,أوندر
Önder,أوڭدر
Öndersev,أوندرسو
Öndersev,أوڭدرسو
Önen,أونن
Önen,أوڭن
Öner,أونر
Öner,أوڭر
Öney,أونی
Ongan,اونغان
Öngören,أوڭگورن
Öngören,أونگورن
Ongun,اونغون
Önhon,أونخون
Önhon,أوڭخون
Önsal,أوڭسال
Önsal,أونسال
Önsay,أوڭصای
Önsay,أونصای
Öntürk,أوڭتورك
Öntürk,أونتورك
Onuralp,اونورآلپ
Onur,اونور
Önür,أونور
Onursal,اونورسال
Onut,اونوت
Opan,اوپان
Orakçıoğlu,اوراقجی اوغلی
Oral,اورال
Oran,اوران
Orbay,اوربای
Orberk,اوربرق
Ordu,اوردو
Ören,أورن
Orer,اورر
Örgeevren,أورگه أورن
Orhan,اورخان
Orhon,اورخون
Örkün,أوركون
Orkunt,اورقونت
Örnek,أورنك
Örnekol,أورنكول
Örs,أورس
Ortaç,اورتاچ
Ortakçıoğlu,اورتاقجی اوغلی
Örüç,أوروچ
Oruçoğlu,اوروج اوغلی
Oskay,اوسقای
Osman,عثمان
Osma,عثما
Osten,اوصدن
Otaman,اوته مان
Otman,اوتمان
Ovacık,اووه جق
Ovalı,اووه لی
Övet,اووت
Oyan,اویان
Oymak,اویماق
Öymen,اویمن
Oynağanlı,اویناغانلی
Oytaç,اویتاچ
Öyüş,اویوش
Özak,أوزاق
Özal,أوزال
Özalp,أوزآلپ
Ozansü,اوزانسو
Özarar,أوزآرار
Özarda,أوزآردا
Özarslan,أوزآرسلان
Özata,أوزآتا
Özbaş,أوزباش
Özbay,أوزبای
Özbayrak,أوزبایراق
Özbek,أوزبك
Özbey,أوزبگ
Özbilen,أوزبیلن
Özbilgin,أوزبیلگین
Özbolat,أوزبولاد
Özçağlar,أوزچاغلار
Özcan,أوزجان
Özçelik,أوزچلیك
Özçoban,أوزچوبان
Özdağ,أوزداغ
Özdağ,أوزطاغ
Özdalga,أوزطالغه
Özdal,أوزدال
Özdamar,أوزطمار
Özdarende,أوزدارنده
Özdek,أوزدك
Özdemir,أوزدمیر
Özdemiroğlu,أوزدمیر اوغلی
Özden,أوزدن
Özdenoğlu,أوزدن اوغلی
Özdeş,أوزدش
Özdiş,أوزدیش
Özdoğan,أوزطوغان
Özdoğu,أوزطوغی
Özdoyuran,أوزطویوران
Özeke,أوزأكه
Özek,أوزك
Özelçi,أوزألچی
Özel,أوزل
Özenci,أوزنجی
Özenç,أوزنچ
Özen,أوزن
Özensoy,أوزنصوی
Özercan,أوزرجان
Özer,أوزر
Özev,أوزأو
Özey,أوزی
Özfakih,أوزفقیه
Özgenç,أوزگنچ
Özgener,أوزگنر
Özgen,أوزگن
Özgirgin,أوزگیرگین
Özgöbek,أوزگوبك
Özgüç,أوزگوچ
Özgümüş,أوزگوموش
Özgündüz,أوزگوندوز
Özgüner,أوزگونر
Özgün,أوزگون
Özgür,أوگور
Özhan,أوزخان
Özkanlı,أوزقانلی
Özkan,أوزقان
Özkaya,أوزقایا
Özkefeli,أوزكفلی
Özker,أوزكر
Özkes,أوزكس
Özkoç,أوزقوچ
Özkök,أوزكوك
Özkul,أوزقول
Özlen,أوزلن
Özler,أوصلر
Özlü,أوزلو
Özmen,أوزمن
Özmert,أوزمرد
Oz,اوز
Öz,أوز
Özoğul,أوز اوغول
Özoğuz,أوز اوغوز
Özönder,أوز أوندر
Özönder,أوز أوڭدر
Özpak,أوزپاك
Özpay,أوزپای
Özpazarbaşı,أوزبازارباشی
Özpolat,أوزپولاد
Özsan,أوزسان
Özsarıyıldız,أوزصاری ییلدیز
Özsever,أوزسور
Özsoy,أوزصوی
Öztarhan,أوزطرحان
Öztarhan,أوزتارخان
Öztaylan,أوزتایلان
Öztekin,أوزتكین
Öztek,أوزتك
Öztop,أوزطوپ
Öztoprak,أوزطوپراق
Öztrak,أوزتراق
Öztuna,أوزطونا
Öztunç,أوزتونچ
Öztürkmen,أوزتوركمن
Öztürk,أوزتورك
Öztuzcu,أوزطوزجی
Özüberk,أوزیبرق
Özüdoğru,أوزیطوغری
Özügür,أوزیگور
Özver,أوزور
Özyavuz,أوزیاووز
Özyer,أوزیر
Özyılmaz,أوزییلماز
Özyol,أوزیول
Özyörük,أوزیوروك
Özyürek,أوزیورك
Pabuçcuoğlu,پابوچجی اوغلی
Paçacı,پاچه جی
Paçarız,پاچارز
Pakdemirli,پاكدمیرلی
Pakdil,پاكدل
