âbâ,آباء
zulmen,ظُلْمًا
zulmet,"ظُلْمَتْ "
zulmet-i kesâfet,ظُلْمَتِ كَثَافَتْ
zulmet-i müzevver,ظُلْمَـتِ مُزَوَّرْ
zulmet-i yeldâ,ظُلْمَتِ يَلْدَا
zulm-ü mütehaccir,ظُلْمُ مُتَحَجِّرْ
zabıt varakası,"ضَبِطْ وَرَقَه سِي "
zabıtnâme,"ضَبِطْنَامَه "
zabt,"ضَبْطْ "
zahîr,"ظَه۪يرْ "
zahîre,"ذَخ۪يرَه "
zam,"ضَمْ "
zamân-ı vâhid,زَمَانِ وَاحِدْ
zamîr,ضَمِيرْ
zaman-ı hâl,زَمَانِ حَالْ
zaman-ı hâzır,زَمَانِ حَاضِرْ
zaman-ı hal,زَمَانِ حَالْ
zann-ı kabûl-ü cumhûr,ظَنِّ قَبُولُ جُمْهُورْ
zarf,"ظَرْفْ "
zarîf,"ظَر۪يفْ "
zarûret,"ضَرُورَتْ "
zarûret-i zihniye,ضَرُورَتِ ذِهْنِيَه
zarûrî,ضَرُور۪ي
zat,ذَاتْ
zaaf,"ضَعَفْ "
